Unnamed: 0,year,month,day,hour,Pressure,temperature,u-component of wind,v-component of wind,Relative humidity,Total cloud cover,Total precipitation,radiation flux
,2022,8,12,2.0,1006.77880859375,28.105493164062523,2.026233673095703,4.198498725891113,81.87930297851562,17.724609375,0.0,0.0
,2022,8,12,2.5,1006.7711791992188,28.07966003417971,1.975482940673828,4.163595676422119,81.74008369445801,23.095703125,0.0,0.0
,2022,8,12,3.0,1006.7635498046876,28.053826904296898,1.924732208251953,4.128692626953125,81.60086441040039,28.466796875,0.0,0.0
,2022,8,12,3.5,1006.8094177246094,28.024453735351585,1.866806983947754,4.140840530395508,81.75769996643066,26.904296875,0.0,0.0
,2022,8,12,4.0,1006.8552856445312,27.99508056640628,1.808881759643555,4.152988433837891,81.91453552246094,25.341796875,0.0,0.0
,2022,8,12,4.5,1007.0149536132812,27.987222290039085,1.7896852493286133,4.130724906921387,82.29761123657227,41.455078125,0.0,0.0
,2022,8,12,5.0,1007.1746215820312,27.979364013671898,1.770488739013672,4.108461380004883,82.6806869506836,57.568359375,0.0,0.0
,2022,8,12,5.5,1007.4065551757812,28.085610961914085,1.8739128112792969,4.059313774108887,82.25539779663086,54.736328125,0.0,14.90625
,2022,8,12,6.0,1007.6384887695312,28.19185791015628,1.9773368835449217,4.010166168212891,81.83010864257812,51.904296875,0.0,29.8125
,2022,8,12,6.5,1007.8718566894532,28.507653808593773,2.05166244506836,4.111541748046875,80.22436332702637,45.3369140625,0.0,78.55192744731903
,2022,8,12,7.0,1008.105224609375,28.82344970703128,2.125988006591797,4.212917327880859,78.61861801147461,38.76953125,0.0,127.29135489463806
,2022,8,12,7.5,1008.1756896972656,29.227319335937523,2.274433135986328,4.340874671936035,76.77511024475098,33.984375,0.0,184.9506472349167
,2022,8,12,8.0,1008.2461547851562,29.631188964843773,2.42287826538086,4.468832015991211,74.93160247802734,29.19921875,0.0,242.6099395751953
,2022,8,12,8.5,1008.3045959472656,30.067666625976585,2.4957895278930664,4.4486589431762695,72.55994987487793,32.12890625,0.0,293.4042193889618
,2022,8,12,9.0,1008.363037109375,30.5041442871094,2.568700790405273,4.428485870361328,70.18829727172852,35.05859375,0.0,344.19849920272827
,2022,8,12,9.5,1008.3343200683594,30.982751464843773,2.5918045043945312,4.44944953918457,68.29554557800293,34.3017578125,0.0,407.1064608097077
,2022,8,12,10.0,1008.3056030273438,31.461358642578148,2.614908218383789,4.4704132080078125,66.40279388427734,33.544921875,0.0,470.014422416687
,2022,8,12,10.5,1008.1858520507812,31.68332824707033,2.588319778442383,4.397563934326172,65.90930938720703,33.4228515625,0.0,500.533432006836
,2022,8,12,11.0,1008.0661010742188,31.905297851562523,2.561731338500977,4.324714660644531,65.41582489013672,33.30078125,0.0,531.0524415969849
,2022,8,12,11.5,1007.8699035644532,32.157205200195335,2.532425880432129,4.345085144042969,64.90390586853027,33.0322265625,0.0,555.9220767021179
,2022,8,12,12.0,1007.6737060546876,32.40911254882815,2.503120422363281,4.365455627441406,64.39198684692383,32.763671875,0.0,580.791711807251
,2022,8,12,12.5,1007.5476379394532,32.54631958007815,2.4343204498291016,4.417820930480957,64.01587295532227,30.3955078125,0.0,584.8053007125854
,2022,8,12,13.0,1007.4215698242188,32.68352661132815,2.365520477294922,4.470186233520508,63.6397590637207,28.02734375,0.0,588.8188896179199
,2022,8,12,13.5,1007.3263244628906,32.65682373046877,2.293719291687012,4.501582145690918,63.80069923400879,26.611328125,0.0,577.1872463226318
,2022,8,12,14.0,1007.2310791015624,32.6301208496094,2.2219181060791016,4.532978057861328,63.96163940429688,25.1953125,0.0,565.5556030273438
,2022,8,12,14.5,1007.1884765625,32.363809204101585,2.0814647674560547,4.560394287109375,65.09018421173096,31.15234375,0.0,505.9694395065308
,2022,8,12,15.0,1007.1458740234376,32.09749755859377,1.941011428833008,4.587810516357422,66.21872901916504,37.109375,0.0,446.3832759857178
